epochs,batch_size,lr,ID,model_name,t_loss,t_acc,v_loss,v_acc
20,8,0.01,2213,16 32 32 ,"[2.305498401840012, 2.3034005381844262, 2.3018686833319726, 2.30022094156835, 2.2977762191326585, 2.2945604107596655, 2.2895110892010972, 2.281355024932267, 2.260228779408839, 2.2294028083999438, 2.167886475463966, 2.1146873684672567, 2.078390985340267, 2.0557887352906263, 1.9961287232188436, 1.9664327649327067, 1.9366737727995043, 1.9228138985571923, 1.8999149876755554, 1.8613136774533754, 1.820380559215298]","[9.9510603588907, 9.9510603588907, 9.9510603588907, 10.277324632952691, 11.419249592169658, 14.355628058727568, 13.70309951060359, 15.00815660685155, 15.334420880913541, 16.965742251223492, 20.717781402936378, 22.838499184339316, 24.306688417618272, 24.79608482871126, 27.40619902120718, 28.221859706362153, 29.690048939641112, 31.321370309951057, 30.342577487765087, 32.30016313213703, 33.931484502446985]","[2.3011144399642944, 2.3010695576667786, 2.300930714607239, 2.3007992625236513, 2.3002220153808595, 2.2989144682884217, 2.296518564224243, 2.2913013815879824, 2.284374105930328, 2.2636204242706297, 2.239923930168152, 2.216177296638489, 2.2364156007766725, 2.1888062000274657, 2.176049053668976, 2.207876741886139, 2.181010127067566, 2.140746009349823, 2.1461694836616516, 2.169229519367218, 2.141758179664612]","[14.285714285714285, 14.285714285714285, 14.285714285714285, 14.285714285714285, 14.935064935064934, 19.480519480519483, 18.83116883116883, 18.181818181818183, 25.324675324675322, 25.324675324675322, 20.77922077922078, 27.27272727272727, 14.285714285714285, 25.97402597402597, 28.57142857142857, 16.883116883116884, 20.12987012987013, 34.41558441558442, 31.818181818181817, 29.22077922077922, 35.714285714285715]"
